Serial Number,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Residential Type
210062,2021,Avon,46 CLIFF DRIVE,201550,395000,0.5102,Residential
70270,2007,New Milford,121 LITCHFIELD RD,190540,307500,0.619642276,Single Family
160031,2016,Madison,8 CANBORNE WAY,212400,300000,0.708,Condo
80101,2008,Plainfield,168 DOW RD,131740,178000,0.74011236,Single Family
170051,2017,Branford,48 BAYPATH WAY,108600,134000,0.810447761,Condo
211204,2021,Norwalk,6 STEEPLETOP RD,567980,824000,0.6892,Residential
60992,2006,Bridgeport,331 NORLAND AVE,109270,220000,0.496681818,Single Family
100103,2010,Cromwell,655 MAIN STREET,153280,133500,1.148164794,Single Family
190157,2019,Cromwell,655 MAIN STREET,152250,206195,0.7384,Single Family
180335,2018,Southbury,101 CHURCH RD #11,203050,250000,0.8122,Condo
200919,2020,Enfield,369 MEADOWS,125770,310000,0.4057,Residential
70154,2007,Fairfield,942 REEF RD,423570,630000,0.672333333,Single Family
120169,2012,Windsor,151 PALISADO AVE,308770,315000,0.980222222,Single Family
210520,2021,Branford,10B ROCKLEDGE,91800,170000,0.54,Residential
150473,2015,Groton,8 ROWLAND ST,254520,340000,0.748588235,Single Family
90502,2009,Glastonbury,117 SOUTH MILL DR,263300,375000,0.702133333,Condo
60190,2006,Trumbull,80 SHELTON RD,274700,429000,0.64032634,Single Family
140792,2014,Shelton,560 RIVER RD UNIT 1,259280,559972,0.463023151,Condo
190581,2019,Southbury,447 E HERITAGE VILLAGE,98390,149000,0.6603,Condo
180358,2018,Torrington,169 STARVIEW DR,109570,170000,0.6445,Single Family
171082,2017,West Hartford,18 SANDHURST DRIVE,223370,363000,0.6153,Single Family
160103,2016,New Canaan,88A HERITAGE HILL RD,166250,175000,0.95,Condo
200364,2020,Torrington,696 NORFOLK RD,97520,209900,0.4646,Residential
70369,2007,Westport,11 WOODSIDE LN,745700,1150000,0.648434783,Single Family
140318,2014,Meriden,63 MIDLAND DR,180040,211500,0.851252955,Single Family
110018,2011,Westport,81 HILLSPOINT RD,641300,760000,0.843815789,Single Family
16290,2016,Farmington,4 ASCOT PL,403890,515000,0.784252427,Single Family
61110,2006,Waterbury,89 WINDSOR ST,72310,168000,0.430416667,Single Family
60079,2006,Cheshire,134 S BROOKSVALE 8,45500,123000,0.369918699,Condo
140084,2014,Winchester,111 RIVERTON RD UNIT 13,85680,61000,1.404590164,Condo
90208,2009,Manchester,24 EMERSON STREET,100000,122000,0.819672131,Single Family
19054,2019,Middlefield,130 WEST ST,135700,230000,0.59,Single Family
900700,2009,Bristol,12 PARK ST,111450,51000,2.185294118,Single Family
70076,2007,Tolland,158 PINE HILL RD,241000,400000,0.6025,Single Family
140991,2014,West Hartford,1457 BOULEVARD,213850,327000,0.653975535,Two Family
90024,2009,Middlefield,16 LAKE SHORE DR,235200,355000,0.662535211,Single Family
160448,2016,Stamford,154 ROXBURY ROAD,422620,250000,1.69048,Single Family
16426,2016,Farmington,81 WESTVIEW TERR,351160,550000,0.638472727,Single Family
150165,2015,Manchester,125 BIRCH STREET,117200,125000,0.9376,Two Family
13119,2013,Stamford,1204 HOPE STREET # 5,218550,340000,0.642794118,Condo
200370,2020,Manchester,129 WEST CENTER STREET,113300,208000,0.5447,Residential
800025,2008,Enfield,147 COTTAGE RD,147420,229900,0.64123532,Single Family
210465,2021,Simsbury,178 GREAT POND ROAD,220490,385000,0.5727,Residential
90684,2009,Greenwich,"1 INDIAN DRIVE, OLD GREENWICH,",2501590,4600000,0.543823913,Single Family
200226,2020,Suffield,60 RUSSELL AVE,150010,315000,0.4762,Residential
21347,2021,Stafford,116 WALES RD,80570,488000,0.1651,Residential
80101,2008,Wilton,41 BLACK ALDER LA,875140,1175000,0.7448,Single Family
170869,2017,Milford,494 WELCHS POINT RD,196200,195000,1.0061,Single Family
200164,2020,East Haven,86 COSEY BEACH AVE #2,164530,260000,0.6328,Residential
61593,2006,Waterbury,12 IRON ST,62440,116000,0.538275862,Two Family
60572,2006,Glastonbury,165 UCONN AVE,317800,535000,0.594018692,Single Family
15889,2015,Milford,31 WOOSTER ST,144650,115000,1.257826087,Single Family
130488,2013,Bridgeport,265 OAKWOOD STREET,142840,151620,0.942092072,Single Family
18017,2018,Columbia,318 ROUTE 87 WEST,204000,355000,0.5746,Single Family
18299,2018,Ridgefield,89 ROCKWELL RD,353790,641500,0.5515,Single Family
120172,2012,Cheshire,60 ABRAMS RD,525000,547500,0.95890411,Single Family
140470,2014,Greenwich,1 INTERVALE PLACE,1323630,1860000,0.711629032,Single Family
60369,2006,Middletown,25 W WYND TER,156300,300000,0.521,Single Family
100025,2010,Avon,17 MADISON LANE,225790,299900,0.752884295,Condo
190699,2019,Danbury,25 PADANARAM RD #41,83500,133000,0.6278,Condo
180077,2018,Southington,161 NORTH SUMMIT ST,84250,80000,1.0531,Single Family
121134,2012,Norwalk,8 CROSSLAND PL,399000,551500,0.723481414,Single Family
161088,2016,Norwalk,18 LLOYD RD,290310,410000,0.708073171,Single Family
100047,2010,Thompson,64 STAWICKI RD,121300,175000,0.693142857,Single Family
17014,2017,Barkhamsted,106 RATLUM RD,136800,221500,0.617607223,Single Family
130135,2013,Windsor Locks,10 DEXTER RD,107000,120000,0.891666667,Single Family
110315,2011,Middletown,91 TROLLEY CROSSING,109380,127000,0.861259843,Condo
110063,2011,Norwalk,24 BLAKE ST,294490,180000,1.636055556,Single Family
120033,2012,Easton,25 ADIRONDACK TRAIL,778380,1051000,0.740608944,Single Family
90069,2009,Groton,96 RAINVILLE AVE,173110,225000,0.769377778,Single Family
170073,2017,Wallingford,20 MOHICAN LN,137000,215000,0.637209302,Single Family
203015,2020,Norwalk,5 KENSETT RIDGE,603660,1045000,0.5776,Residential
1900168,2019,New Milford,218 ASPETUCK RDG RD,260050,345000,0.7538,Single Family
160394,2016,Southbury,555 PURCHASE BROOK RD,66050,98000,0.673979592,Single Family
70680,2007,Manchester,24J PROSPECT ST #30,49700,69500,0.715107914,Condo
200035,2020,Cromwell,67 SOUTH ST,152530,268000,0.5691,Residential
130101,2013,East Hampton,128 WEST HIGH ST,106650,34225,3.11614317,Single Family
200180,2020,New Canaan,635 WEED ST,1121820,1150000,0.9754,Residential
121001,2012,Fairfield,250 SOUTHGATE LANE,564830,402500,1.403304348,Single Family
21132,2021,Newtown,34 SCUDDER ROAD,213860,360000,0.594,Residential
200159,2020,South Windsor,108 TROY RD,79300,417500,0.1899,Residential
70073,2007,East Haven,46 VAN HORN DR,134490,56666,2.373380863,Single Family
90280,2009,Norwich,24 DANIEL ST,116000,173000,0.670520231,Single Family
141401,2014,Bridgeport,61 INDIAN AVENUE,114320,128500,0.889649805,Single Family
190579,2019,South Windsor,90 KRAWSKI DR,255400,435000,0.5871,Single Family
17031,2017,Durham,28 ERIKA CT,319830,455000,0.7029,Single Family
170666,2017,Wallingford,11 ROYAL OAK LN,352600,487970,0.7225,Single Family
18715,2018,East Hartford,39 CHRISTOPHER COURT,99080,168000,0.5897,Single Family
60458,2006,Naugatuck,312 SCOTT ST,72490,164500,0.440668693,Single Family
11041,2011,Sharon,40 GREAT ELM DR,514000,440000,1.168181818,Single Family
130143,2013,Cromwell,26 GLENVIEW DRIVE,108230,130000,0.832538462,Condo
69604,2006,West Haven,38 DONALD ST,119280,86500,1.378959538,Single Family
180547,2018,Southington,398 HART ST,241240,394900,0.610888833,Single Family
180020,2018,Killingworth,34 SUGAR HILL ROAD,232630,330000,0.7049,Single Family
17873,2017,Hartford,5 BROWN ST,36155,80000,0.4519375,Two Family
160892,2016,Norwalk,208 FLAX HILL RD,132300,215000,0.615348837,Condo
60282,2006,Bloomfield,12 MALLARD DR,175240,303000,0.578349835,Single Family
80457,2008,New Britain,88 MERIGOLD DR,99050,139900,0.708005718,Single Family
133765,2013,West Hartford,121 TUNXIS ROAD,230300,332500,0.692631579,Single Family
130326,2013,Bridgeport,304 BURNSFORD AVE,140810,195000,0.722102564,Single Family
200157,2020,Avon,729 LOVELY STREET,205920,222000,0.927567568,Residential
200004,2020,Windham,57 DAVIS ST,110100,131000,0.8404,Residential
141222,2014,Killingly,101 SOAP ST,105910,90000,1.176777778,Single Family
80186,2008,Branford,60 TODDS HILL RD,145800,198000,0.736363636,Single Family
60460,2006,Fairfield,170 MONA TER,559580,680000,0.822911765,Condo
16034,2016,Seymour,54 CANFIELD RD,125650,63000,1.994444444,Single Family
70100,2007,Bridgeport,333 VINCELLETTE ST #145,99220,217500,0.456183908,Condo
70048,2007,West Hartford,101 PRICE BLVD,151400,229000,0.661135371,Single Family
140457,2014,Wallingford,2-A11 FERN AVE,130200,192000,0.678125,Condo
160072,2016,Woodbridge,190 SEYMOUR RD,296590,466500,0.635777063,Single Family
200509,2020,New Canaan,34 MYANOS RD,1323070,1975000,0.6699,Residential
170811,2017,West Hartford,12 MAGNOLIA HILL,249410,362640,0.6877,Single Family
900229,2009,Enfield,221 COLUMBIA RD,127190,175000,0.7268,Single Family
80225,2008,Groton,97 WINDWOOD WAY,252140,372000,0.677795699,Single Family
13129,2013,Ridgefield,129 NOD HILL RD,1131380,1745000,0.648355301,Single Family
180452,2018,Fairfield,476 KNAPPS HIGHWAY,189210,190250,0.9945,Single Family
161079,2016,Stamford,11 WOODLEDGE ROAD,260910,344900,0.756480139,Single Family
130503,2013,Shelton,136 WOODLAND PARK,65810,85000,0.774235294,Single Family
160924,2016,Bristol,97 ROCKWELL AVE,78960,157000,0.502929936,Single Family
110071,2011,Easton,1 CROSSBOW LANE,584550,750000,0.7794,Single Family
15086,2015,New Hartford,94 MAILLET LANE,160440,271500,0.590939227,Single Family
1800191,2018,New Milford,6 JOHN ST,125580,230000,0.546,Single Family
200973,2020,Middletown,16 CARRIAGE CROSSING,58340,117900,0.4948,Residential
190259,2019,Southbury,43 EAGLE VIEW RD,318130,450000,0.707,Single Family
100558,2010,Bristol,252 MARSH RD,174860,232500,0.752086022,Single Family
150008,2015,Plymouth,563 S MAIN ST,198420,219000,0.906027397,Two Family
900176,2009,Rocky Hill,278 CHARTER ROAD,146440,216000,0.677962963,Single Family
140227,2014,Clinton,8 RESERVOIR RD,259000,293000,0.883959044,Single Family
20232,2020,Bethel,5 OVEN ROCK ROAD,161910,330000,0.4906,Residential
120239,2012,New London,51 LONGVIEW ST,129990,131000,0.992290076,Single Family
140003,2014,North Canaan,3 MTN VIEW LN,217680,370000,0.588324324,Single Family
160043,2016,Easton,42 TUCKAHOE ROAD,826820,1000000,0.82682,Single Family
130286,2013,Shelton,157 LONG HILL AVE,114170,164000,0.696158537,Single Family
160330,2016,Windham,26 PLAINS RD,130300,90000,1.447777778,Single Family
170663,2017,Greenwich,41 OLD KINGS HIGHEWAY,502390,765000,0.6567,Single Family
170066,2017,Norwich,57 RUSSELL RD,76400,135850,0.5623,Single Family
140691,2014,Shelton,210 DIVISION AVENUE,137760,260000,0.529846154,Two Family
121456,2012,Bridgeport,1 CANTERBURY ROAD #9,84900,76900,1.104031209,Condo
60224,2006,New London,294 COLMAN ST,90020,170000,0.529529412,Single Family
190093,2019,Sterling,136 GIBSON HILL RD,225510,240000,0.9396,Single Family
2000370,2020,Bloomfield,4 SPY GLASS CIRCLE,352100,570000,0.6177,Residential
70054,2007,Derby,185 NEW HAVEN AVENUE,117040,155000,0.755096774,Single Family
121502,2012,Stratford,5 MARR ST,108150,134000,0.807089552,Single Family
90086,2009,Windsor Locks,5 PINE HILL ROAD,126700,179100,0.707426019,Single Family
200946,2020,Enfield,52 NEELANS RD,135190,275000,0.4916,Residential
20928,2020,East Hartford,183 COUNTRY LN,139810,230000,0.6078,Residential
200674,2020,Manchester,533 HILLIARD STREET UNIT B,85500,142500,0.6,Residential
160549,2016,Torrington,166 FRENCH ST,99580,140000,0.711285714,Two Family
16016,2016,Darien,8 STANTON ROAD,803460,2800000,0.28695,Single Family
120457,2012,Southington,254 PRATT ST,154310,130000,1.187,Single Family
17715,2017,Hartford,94 MONTOWESE ST,52185,188400,0.2769,Single Family
60711,2006,Glastonbury,35 BREWSTER RD UT A,34100,103400,0.329787234,Condo
140122,2014,Enfield,279 BRAINARD RD,90490,81000,1.117160494,Single Family
120198,2012,Ellington,2 + 4 SETTING SUN TRAIL,332800,240000,1.386666667,Single Family
90382,2009,New Milford,9 DAWNS RD,239680,336000,0.713333333,Single Family
140354,2014,Southington,7 BRIDLE PATH DR,295350,450000,0.656333333,Single Family
60193,2006,Windsor,14 SCARLET LN,202510,364000,0.556346154,Condo
200236,2020,Torrington,1002 HIGHLAND AVE,69550,145000,0.4796,Residential
140172,2014,Seymour,151 BUNGAY RD,205380,220000,0.933545455,Single Family
171861,2017,Bridgeport,66 JUDSON PLACE,90430,181000,0.4996,Single Family
150157,2015,Simsbury,6 COLBY COURT,273960,430000,0.637116279,Single Family
120172,2012,Vernon,325 KELLY RD TX08,29640,42000,0.705714286,Single Family
200185,2020,Norwalk,1 FINLEY ST,203740,400000,0.50935,Residential
210777,2021,New Britain,1791 STANLEY ST,145670,320000,0.4552,Residential
10132,2010,Monroe,17 YANKEE HILL RD,299040,400000,0.7476,Single Family
90013,2009,Sherman,4 ALFREDSON LA,275800,450000,0.612888889,Single Family
180401,2018,Newington,41 MONTE VISTA AVE,75640,110000,0.6876,Single Family
170226,2017,New Canaan,221 CANOE HILL RD,1414980,1525000,0.9278,Single Family
1600133,2016,Suffield,899 BRANCH RD,186200,281000,0.662633452,Single Family
170848,2017,Meriden,195 RIVERSIDE DR,87360,80000,1.092,Single Family
1500068,2015,Killingworth,53 GREEN HILL ROAD,171930,233000,0.737896996,Single Family
18218,2018,Stafford,14 MONSON RD,130060,200000,0.6503,Single Family
160771,2016,Bristol,37 CAROL DR,89530,152500,0.587081967,Single Family
160638,2016,Norwich,77 FIFTH ST,56200,25100,2.239043825,Single Family
140006,2014,Cromwell,661 MAIN STREET,129790,140000,0.927071429,Single Family
120760,2012,Greenwich,69 RIVERDALE AVE UNIT 503,0,754000,0,Condo
19225,2019,East Hartford,233 ELLINGTON RD 313,33290,48000,0.6935,Condo
170698,2017,Windsor,182 SUNNYFIELD DR,153300,215000,0.713,Single Family
80313,2008,Wallingford,148 SOUTH ELM ST,150290,149900,1.002601734,Single Family
181172,2018,Waterbury,72 CREST ST,186750,125000,1.494,Single Family
210064,2021,Portland,74 CORNWALL ST,232330,335000,0.6935,Residential
60108,2006,Bethel,31 DRUMMERS LN,125370,249000,0.503493976,Condo
160485,2016,Bridgeport,320 MAPLEDALE PL,135000,147000,0.918367347,Single Family
900385,2009,Bristol,184 MOUNTAIN VIEW AVE,147980,190000,0.778842105,Single Family
161244,2016,Waterbury,152 ANNA AVE,67680,90000,0.752,Single Family
150090,2015,Wethersfield,26 HOLLY LN,184500,246000,0.75,Single Family
60897,2006,Waterbury,46 CHERRY ST,56780,174000,0.326321839,Two Family
20342,2020,Monroe,359 HAMMERTOWN RD,101200,730000,0.138630137,Residential
18010,2018,Haddam,16 CASE CIR,160180,169000,0.9478,Single Family
190101,2019,Bristol,59 WEST WASHINGTON ST UN 14,66010,97500,0.677,Condo
200196,2020,Milford,1070 NEW HAVEN AVE #47,91670,165000,0.5555,Residential
170605,2017,Torrington,399 BRIGHTWOOD AVE,142540,155000,0.9196,Single Family
190075,2019,Manchester,15 ROSEMARY PLACE,127200,245000,0.5192,Three Family
130385,2013,Vernon,35 FOX HILL DR,111200,136000,0.817647059,Single Family
11072,2011,New Hartford,36 COTTON HILL ROAD,179760,145000,1.239724138,Single Family
21024,2021,Waterford,31 VIVIAN STREET,138350,320000,0.4323,Residential
60347,2006,New Britain,116 FARMINGTON AVE,93520,259000,0.361081081,Three Family
1900241,2019,Wolcott,15 BLANSFIELD LN,149000,255000,0.5843,Single Family
130607,2013,New Britain,126 CHILDS ST,73850,71500,1.032867133,Single Family
160381,2016,Stonington,4 NORTHWEST ST B-23,25200,31000,0.812903226,Condo
210744,2021,Southington,13 PROSPECT ST,19170,289900,0.0661,Residential
12375,2012,Fairfield,817 SASCO HILL ROAD,2999430,4000000,0.7498575,Single Family
190323,2019,Guilford,22 WILDROSE AVE,212090,390000,0.5438,Single Family
167485,2016,Bridgeport,720 QUEEN ST,135560,290000,0.467448276,Two Family
200083,2020,Windsor Locks,237 ELM ST,115570,125000,0.9245,Residential
170237,2017,Rocky Hill,19 ELM RIDGE DRIVE,181440,280100,0.6477,Single Family
192311,2019,Bridgeport,855 BURNSFORD AVE,103010,219000,0.4704,Single Family
19924,2019,Hartford,29 FENWICK ST,77315,350000,0.2209,Three Family
800569,2008,Bristol,170 CASTLE RD,177590,250000,0.71036,Single Family
80086,2008,Hamden,96 COUNTRY HILLS RD,195370,250000,0.78148,Single Family
161007,2016,Killingly,73 R & R RK,5600,19900,0.281407035,Single Family
800162,2008,Waterford,12 JOHN AVE,122540,94900,1.291253952,Single Family
60762,2006,Fairfield,1813 BURR ST,1527400,1925000,0.793454545,Single Family
170333,2017,East Lyme,1 FOREST RD,133490,245000,0.5448,Single Family
180717,2018,Glastonbury,196 EASTBURY HILL RD,278500,395000,0.705,Single Family
21083,2021,Ridgefield,570 NORTH SALEM RD,642420,985000,0.6522,Residential
18138,2018,Plainfield,143 CEMETERY RD,110230,201500,0.547,Single Family
70173,2007,West Hartford,29 FOREST HILLS LN,304400,500000,0.6088,Single Family
11014,2011,East Haddam,49 POWERHOUSE RD,216620,290000,0.746965517,Single Family
210028,2021,Westport,8 CRANBURY ROAD,1050500,1900000,0.5528,Residential
10064,2010,Monroe,12 SCHOOL ST,240520,260000,0.925076923,Single Family
70374,2007,Wethersfield,73 CROSS HILL RD,204500,315000,0.649206349,Single Family
60116,2006,Woodbridge,45 DOGWOOD CIR,319970,446000,0.717421525,Single Family
2000244,2020,Cheshire,24 ST JOSEPH ST,115430,175000,0.6596,Residential
181472,2018,Bridgeport,426 SAVOY ST,130830,220000,0.5946,Single Family
210634,2021,South Windsor,52 PEACH TREE LANE,156100,259000,0.602702703,Residential
110042,2011,Waterbury,12 DEERWOOD LANE #4,70900,44000,1.611363636,Condo
110751,2011,Stamford,39 GLENBROOK ROAD # 2D,110900,95000,1.167368421,Condo
20734,2020,Watertown,295 FERN HILL RD,154500,275000,0.5618,Residential
180952,2018,Waterbury,156 SEYMOUR ST,74980,119000,0.63,Single Family
60151,2006,Suffield,66 DEEP BRK HBR,217560,313000,0.695079872,Single Family
190209,2019,Canton,55 DOWD AVENUE UNIT 22,70060,149900,0.4674,Condo
180068,2018,Middlebury,1395 WEST ST,198800,312500,0.6361,Single Family
190168,2019,Middlebury,6 RIDGEWOOD DR,261900,385000,0.6803,Condo
150224,2015,Wolcott,2 EQUINOX AVE,190270,350000,0.543628571,Single Family
200365,2020,Groton,19 RIDGE RD,393260,760000,0.517447368,Residential
1500002,2015,Cornwall,96 CEMERTERY RD,172500,210000,0.821428571,Single Family
180387,2018,Fairfield,141 FIELD POINT DRIVE,417970,665100,0.6284,Condo
150599,2015,Manchester,97 HACKMATACK STREET,129200,186000,0.694623656,Single Family
110063,2011,Litchfield,102 SOUTH ST,526590,521000,1.010729367,Single Family
80276,2008,New Milford,120 MTN VIEW DR,170100,259900,0.654482493,Single Family
21112,2021,Haddam,940 KILLINGWORTH RD,133400,340000,0.3923,Residential
90159,2009,Madison,12 WEST SUSSEX PLACE,263300,320000,0.8228125,Condo
150270,2015,Groton,7 TORMBERG LA,151830,190000,0.799105263,Single Family
60029,2006,Watertown,984 BUNKER HL,157000,295000,0.53220339,Single Family
170601,2017,Trumbull,81 MAGNOLIA RD,241920,410000,0.59,Single Family
150113,2015,Weston,82 GEORGETOWN ROAD,378300,670000,0.564626866,Single Family
170010,2017,Rocky Hill,26 VEXATION HILL DRIVE,333690,530000,0.629603774,Single Family
170441,2017,Branford,166 TURTLE BAY DR,199600,226009,0.883150671,Condo
100208,2010,Avon,44 FOX HOLLOW,229610,308000,0.745487013,Condo
60208,2006,Granby,100 W GRANBY RD,126350,278304,0.453999943,Single Family
180029,2018,West Hartford,1 KING PHILIP DRIVE UNIT 316,176680,242000,0.73,Condo
200981,2020,Milford,37 BOTSFORD AVE,117050,185100,0.6323,Residential
80933,2008,Stamford,35 ALTON ROAD,353960,530000,0.667849057,Single Family
70070,2007,Torrington,222 FAIRLAWN DR,100600,162500,0.619076923,Single Family
170900,2017,Manchester,389 LYDALL STREET,146400,229900,0.6367,Single Family
190304,2019,Seymour,94 TOMLINSON RD,247380,450000,0.5497,Single Family
180528,2018,Trumbull,35 DEVELLIS DRIVE,198380,270000,0.7347,Single Family
1400362,2014,East Haven,14 COLUMBUS AVE,133300,160000,0.833125,Single Family
170021,2017,Chester,25 CASTLE VIEW DR,107720,180000,0.598444444,Single Family
200034,2020,Old Lyme,23-1 FLAT ROCK HILL RD,204100,295000,0.6918,Residential
62178,2006,Waterbury,200 YALE ST UT 28A,42840,110000,0.389454545,Condo
60131,2006,Somers,17 FERNWOOD LN,159460,290000,0.549862069,Single Family
140165,2014,Danbury,44 FAIRFIELD AV,119600,235000,0.50893617,Two Family
120162,2012,West Hartford,42 STONEHAM DRIVE,194600,255000,0.763137255,Single Family
14231,2014,East Hartford,6 GORMAN PL.,140120,165000,0.849212121,Single Family
160104,2016,Avon,2 BRIAN LANE,334270,435000,0.768436782,Single Family
200960,2020,Waterbury,212 GREENWOOD AVE,82400,160000,0.515,Residential
150189,2015,New Haven,25 HAWTHORNE ROAD,82250,95740,0.859097556,Single Family
60140,2006,Simsbury,12 VINING DR,154690,261000,0.592681992,Single Family
190108,2019,East Lyme,45 HOPE ST  #3,129430,442660,0.2924,Condo
160111,2016,Naugatuck,72 BEARDSLEY AVENUE,83810,71340,1.174796748,Single Family
140135,2014,Norwich,41 SHOLES AVE,71900,123000,0.584552846,Single Family
160062,2016,Bloomfield,92 ADAMS RD,133490,108000,1.236018519,Single Family
15492,2015,Newington,83 CAMBRIA AVE,140100,230000,0.609130435,Single Family
150017,2015,Waterford,10 BIRCH ST,155940,100000,1.5594,Single Family
170355,2017,Hamden,67 VALLEY VIEW DRIVE #67,97580,125000,0.7806,Condo
210238,2021,Ledyard,5K LAKESIDE DR,72380,150000,0.4825,Residential
11239,2011,Fairfield,24 WARSAW STREET,374010,535000,0.699084112,Single Family
110159,2011,New Britain,1452 CORBIN AVE,100590,80900,1.243386897,Single Family
140805,2014,Killingly,82 THOMPSON PIKE,136640,143000,0.955524476,Single Family
90203,2009,Hartford,57 KENSINGTON ST,58170,70875,0.820740741,Single Family
80038,2008,Mansfield,108 COURTYARD LANE,129920,222000,0.585225225,Condo
160660,2016,Norwich,4 TAYLOR DR,97600,132500,0.736603774,Single Family
21276,2021,Southbury,204 IVY HILLS RD,176010,370000,0.4757,Residential
170161,2017,Essex,100 RIVER ROAD,348100,500000,0.6962,Single Family
200218,2020,Norwalk,28 DEEPWOOD LN,259810,465000,0.5587,Residential
19273,2019,Plainfield,414-416 NORTH MAIN ST,74110,181000,0.4094,Two Family
90051,2009,Plainfield,36 MARIE ST,132930,180000,0.7385,Single Family
140038,2014,Winchester,680 E WAKEFIELD BLVD,306080,420000,0.728761905,Single Family
2002406,2020,Stamford,88 HEMING WAY,808120,1115000,0.7247,Residential
13519,2013,East Hartford,29 HARVARD DR.,120180,152000,0.790657895,Single Family
70229,2007,New Haven,135 OLIVE ST #2A,122220,170000,0.718941176,Condo
17421,2017,Newington,188 BUENA VISTA AVE,72880,0,0,Single Family
60145,2006,Seymour,268 PEARL ST,140840,242000,0.581983471,Single Family
150762,2015,Norwalk,10 FORT POINT ST UNIT 12,137800,213000,0.646948357,Condo
90148,2009,Southbury,28 MANOR RD,159810,198750,0.804075472,Single Family
70526,2007,Shelton,81 BIRCHBANK RD,165900,230000,0.721304348,Single Family
130016,2013,Torrington,16 MILICI DR,78200,109472,0.714337913,Single Family
149290,2014,Groton,282 GROTON LONG PT RD,194250,294000,0.660714286,Single Family
150008,2015,Brookfield,17 SQUIRE CT,431290,550000,0.784163636,Single Family
170124,2017,Ellington,7 FORESTVIEW CIR,158070,122450,1.2908,Condo
70297,2007,Bloomfield,24 VISTA WAY,256420,375000,0.683786667,Single Family
210158,2021,Bridgeport,844 HUNTINGTON TPKE,126002,320000,0.3937,Residential
110744,2011,Norwalk,32 MOHAWK DR,284830,400500,0.711186017,Single Family
170485,2017,Branford,20 CARRIAGE HILL DR,249400,360000,0.6927,Single Family
210302,2021,New Canaan,124 EAST AVE-#124,439600,700000,0.628,Residential
60085,2006,Canton,132 WINTERBOURNE LN,126980,240000,0.529083333,Condo
180028,2018,Hebron,29 BURROWS HILL RD,131250,210000,0.625,Single Family
80034,2008,Beacon Falls,19 FIELDSTONE LANE # 104,0,429480,0,Condo
140444,2014,Trumbull,221 NORTH ST,247900,410000,0.604634146,Single Family
18187,2018,Montville,12 LOCHDALE DR,171790,268000,0.641,Single Family
17115,2017,North Haven,1677 RIDGE RD,152600,261408,0.583761782,Single Family
200148,2020,Guilford,147 STILLMEADOW DR,225660,403000,0.5599,Residential
170056,2017,Portland,1 BRUSH PASTURE LN UNIT 317,72100,105000,0.6866,Condo
150758,2015,New Britain,141 ALEXANDER RD,85050,137500,0.618545455,Single Family
14004,2014,Montville,14 BLUMENTHAL DR,32030,35000,0.915142857,Single Family
210358,2021,Norwalk,144 MAIN ST UNIT 8,162740,285000,0.571,Residential
201277,2020,Griswold,"148 MATHEWSON ST UNITS 306, 30",90720,580000,0.1564,Residential
160032,2016,Stafford,14 MAGAURAN DR,192150,284000,0.676584507,Single Family
170018,2017,Mansfield,519 STAFFORD RD,58000,22500,2.577777778,Single Family
130117,2013,Waterbury,219 WOOD ST,14890,9119,1.63285448,Single Family
1800144,2018,New Milford,137 LITCHFIELD RD,68880,65000,1.059692308,Single Family
190398,2019,Madison,3 STEPHANIE COURT,192100,280000,0.6861,Single Family
14354,2014,Glastonbury,51 CROSSROADS LN,142600,235000,0.606808511,Condo
200057,2020,Avon,90 NEW ROAD,211600,300000,0.705333333,Residential
150549,2015,Enfield,27 LAKE DR,137000,260000,0.526923077,Single Family
190705,2019,Wallingford,172 SOUTH AIRLINE RD,293600,464000,0.6328,Single Family
16312,2016,Wilton,22 DEACONS LANE,692860,700000,0.9898,Single Family
180639,2018,Southington,2 CEDAR RD (TP),61760,93500,0.6605,Single Family
90104,2009,Greenwich,"108 PARK AVENUE,GRW,CT 06830",2550240,3200000,0.79695,Single Family
100095,2010,Mansfield,19 FORT GRISWOLD,172760,240000,0.719833333,Condo
210057,2021,Suffield,15 DAVENTRY HILL LN,109340,240000,0.4555,Residential
21197,2021,Ridgefield,46 BOBBYS CT,615070,1106000,0.5561,Residential
140483,2014,New Britain,45-205 PARK PL,43750,66000,0.662878788,Condo
2100955,2021,Stamford,790 NEWFIELD AVENUE,428320,500000,0.8566,Residential
60594,2006,Fairfield,44 HIGH CIR LN,328790,400000,0.821975,Single Family
130172,2013,Cromwell,7 NEWBURY ROAD,323210,569900,0.567134585,Single Family
20305,2020,Bethel,38 RIDGEDALE ROAD,204381,320000,0.6386,Residential
180926,2018,Milford,45 PEARSON AVE,174330,173000,1.0076,Single Family
150008,2015,North Branford,71 LEDGEWOOD DR,228000,220000,1.036363636,Single Family
180416,2018,Newington,200 CHURCHILL DR,93710,136500,0.6865,Condo
90206,2009,Wallingford,530-A1 CENTER ST,135870,195000,0.696769231,Condo
70033,2007,Old Saybrook,26 COTTAGE PL,209800,373500,0.561713521,Single Family
100076,2010,Stamford,80 HALLIWELL DRIVE,576330,625000,0.922128,Single Family
70296,2007,Greenwich,102 VALLEY RD #20,357630,461000,0.775770065,Condo
211187,2021,West Hartford,78 CORTLAND CIRCLE,172760,330000,0.5235,Residential
90154,2009,Watertown,245 CHERRY AVE UNIT B-12,99800,143000,0.697902098,Condo
